연도,월,날짜,지역,행정구역,구분,관광지,방문자수,평균지출액,평균기온,강수량_mm,외국인비율,이벤트,비고
2023,12,2023-12-01,서귀포시,안덕면,면,서귀포 일대,6991.0,138263,6.3,78.0,0.158,False,
2023,12,2023-12-01,서귀포시,표선면,면,서귀포 일대,5755.0,138765,5.8,72.0,0.147,False,
2024,1,2024-01-01,제주시,아라동,동,제주 전역,4234.0,129812,4.8,96.0,0.116,False,
2024,1,2024-01-01,제주시,봉개동,동,제주 전역,4403.0,127586,5.0,41.0,0.115,False,
2024,1,2024-01-01,제주시,도두동,동,제주 전역,3958.0,127427,4.9,59.0,0.113,False,
2024,1,2024-01-01,제주시,건입동,동,제주 전역,4264.0,133060,4.1,108.0,0.104,False,
2024,1,2024-01-01,제주시,화북동,동,제주 전역,4283.0,129928,3.8,83.0,0.119,False,
2024,1,2024-01-01,제주시,이도1동,동,제주 전역,3910.0,125068,5.7,81.0,0.133,False,
2024,1,2024-01-01,제주시,이도2동,동,제주 전역,4913.0,129555,4.1,75.0,0.1,False,
2024,1,2024-01-01,제주시,이호동,동,제주 전역,4374.0,126552,4.3,78.0,0.107,False,
2024,1,2024-01-01,제주시,일도1동,동,제주 전역,4001.0,130915,4.6,66.0,0.106,False,
2024,1,2024-01-01,제주시,일도2동,동,제주 전역,3659.0,128628,4.3,75.0,0.104,False,
2024,1,2024-01-01,제주시,노형동,동,제주 전역,4886.0,129834,4.2,55.0,0.105,False,
2024,1,2024-01-01,제주시,외도동,동,제주 전역,4739.0,128358,4.8,80.0,0.113,False,
2024,1,2024-01-01,제주시,오라동,동,제주 전역,3875.0,126836,4.9,87.0,0.131,False,
2024,1,2024-01-01,제주시,삼도1동,동,제주 전역,4529.0,133853,5.1,55.0,0.119,False,
2024,1,2024-01-01,제주시,삼도2동,동,제주 전역,3775.0,134111,4.8,65.0,0.139,False,
2024,1,2024-01-01,제주시,삼양동,동,제주 전역,4759.0,126368,4.0,92.0,0.118,False,
2024,1,2024-01-01,제주시,연동,동,제주 전역,4444.0,126333,3.4,75.0,0.126,False,
2024,1,2024-01-01,제주시,용담1동,동,제주 전역,4123.0,129267,4.6,73.0,0.13,False,
2024,1,2024-01-01,제주시,용담2동,동,제주 전역,4090.0,130611,4.8,94.0,0.129,False,
2024,1,2024-01-01,제주시,애월읍,읍,제주 전역,4525.0,133515,4.3,77.0,0.117,False,
2024,1,2024-01-01,제주시,구좌읍,읍,제주 전역,4679.0,132891,4.5,85.0,0.115,False,
2024,1,2024-01-01,제주시,한림읍,읍,제주 전역,5003.0,126371,4.7,63.0,0.111,False,
2024,1,2024-01-01,제주시,조천읍,읍,제주 전역,3248.0,132802,5.4,58.0,0.117,False,
2024,1,2024-01-01,제주시,한경면,면,제주 전역,3123.0,126772,5.3,80.0,0.127,False,
2024,1,2024-01-01,제주시,추자면,면,제주 전역,4209.0,131350,4.5,91.0,0.122,False,
2024,1,2024-01-01,제주시,우도면,면,제주 전역,4056.0,132580,4.6,60.0,0.115,False,
2024,1,2024-01-01,서귀포시,송산동,동,서귀포 일대,6548.0,133446,3.8,77.0,0.147,False,
2024,1,2024-01-01,서귀포시,정방동,동,서귀포 일대,6173.0,129478,3.4,63.0,0.113,False,
2024,1,2024-01-01,서귀포시,중앙동,동,서귀포 일대,6797.0,128255,4.6,71.0,0.118,False,
2024,1,2024-01-01,서귀포시,천지동,동,서귀포 일대,6746.0,131833,5.3,42.0,0.125,False,
2024,1,2024-01-01,서귀포시,효돈동,동,서귀포 일대,6552.0,131277,4.0,74.0,0.135,False,
2024,1,2024-01-01,서귀포시,영천동,동,서귀포 일대,5254.0,125973,4.7,72.0,0.127,False,
2024,1,2024-01-01,서귀포시,동홍동,동,서귀포 일대,6855.0,127907,4.7,82.0,0.134,False,
2024,1,2024-01-01,서귀포시,서홍동,동,서귀포 일대,6929.0,133521,5.1,55.0,0.148,False,
2024,1,2024-01-01,서귀포시,대륜동,동,서귀포 일대,6857.0,132972,3.9,74.0,0.109,False,
2024,1,2024-01-01,서귀포시,대천동,동,서귀포 일대,6055.0,126829,4.6,95.0,0.11,False,
2024,1,2024-01-01,서귀포시,중문동,동,서귀포 일대,8247.0,133563,4.4,78.0,0.143,False,
2024,1,2024-01-01,서귀포시,예래동,동,서귀포 일대,6119.0,132067,3.8,86.0,0.13,False,
2024,1,2024-01-01,서귀포시,대정읍,읍,서귀포 일대,8136.0,128064,4.3,50.0,0.111,False,
2024,1,2024-01-01,서귀포시,남원읍,읍,서귀포 일대,6823.0,125871,4.6,77.0,0.136,False,
2024,1,2024-01-01,서귀포시,성산읍,읍,서귀포 일대,7351.0,133542,3.9,82.0,0.118,False,
2024,1,2024-01-01,서귀포시,안덕면,면,서귀포 일대,5421.0,134515,4.0,61.0,0.12,False,
2024,1,2024-01-01,서귀포시,표선면,면,서귀포 일대,4769.0,128868,5.1,56.0,0.126,False,
2024,2,2024-02-01,제주시,아라동,동,제주 전역,4299.0,135509,4.5,81.0,0.127,False,
2024,2,2024-02-01,제주시,봉개동,동,제주 전역,4213.0,129777,4.3,63.0,0.122,False,
2024,2,2024-02-01,제주시,도두동,동,제주 전역,4203.0,126728,4.3,75.0,0.119,False,
2024,2,2024-02-01,제주시,건입동,동,제주 전역,4807.0,127398,5.1,78.0,0.13,False,
2024,2,2024-02-01,제주시,화북동,동,제주 전역,3874.0,128292,4.6,59.0,0.136,False,
2024,2,2024-02-01,제주시,이도1동,동,제주 전역,3908.0,135738,5.4,63.0,0.175,False,
2024,2,2024-02-01,제주시,이도2동,동,제주 전역,4421.0,136275,5.0,71.0,0.142,False,
2024,2,2024-02-01,제주시,이호동,동,제주 전역,4977.0,127938,5.2,75.0,0.136,False,
2024,2,2024-02-01,제주시,일도1동,동,제주 전역,4149.0,131573,5.2,54.0,0.126,False,
2024,2,2024-02-01,제주시,일도2동,동,제주 전역,4199.0,135271,4.3,36.0,0.132,False,
2024,2,2024-02-01,제주시,노형동,동,제주 전역,4845.0,133182,4.8,50.0,0.121,False,
2024,2,2024-02-01,제주시,외도동,동,제주 전역,4168.0,129113,5.6,78.0,0.111,False,
2024,2,2024-02-01,제주시,오라동,동,제주 전역,4524.0,127549,4.4,75.0,0.138,False,
2024,2,2024-02-01,제주시,삼도1동,동,제주 전역,4179.0,129410,6.1,69.0,0.119,False,
2024,2,2024-02-01,제주시,삼도2동,동,제주 전역,3881.0,129438,5.0,57.0,0.139,False,
2024,2,2024-02-01,제주시,삼양동,동,제주 전역,4698.0,127099,5.3,59.0,0.146,False,
2024,2,2024-02-01,제주시,연동,동,제주 전역,5124.0,128104,4.0,78.0,0.131,False,
2024,2,2024-02-01,제주시,용담1동,동,제주 전역,4865.0,130843,5.6,68.0,0.132,False,
2024,2,2024-02-01,제주시,용담2동,동,제주 전역,3691.0,132378,5.5,78.0,0.148,False,
2024,2,2024-02-01,제주시,애월읍,읍,제주 전역,4427.0,127886,5.2,61.0,0.12,False,
2024,2,2024-02-01,제주시,구좌읍,읍,제주 전역,4161.0,128778,5.5,84.0,0.126,False,
2024,2,2024-02-01,제주시,한림읍,읍,제주 전역,5113.0,127999,5.2,73.0,0.121,False,
2024,2,2024-02-01,제주시,조천읍,읍,제주 전역,5205.0,135331,5.9,72.0,0.122,False,
2024,2,2024-02-01,제주시,한경면,면,제주 전역,4268.0,127826,3.5,81.0,0.123,False,
2024,2,2024-02-01,제주시,추자면,면,제주 전역,3951.0,132953,4.9,53.0,0.125,False,
2024,2,2024-02-01,제주시,우도면,면,제주 전역,3835.0,135733,5.4,71.0,0.144,False,
2024,2,2024-02-01,서귀포시,송산동,동,서귀포 일대,5663.0,130201,4.8,64.0,0.141,False,
2024,2,2024-02-01,서귀포시,정방동,동,서귀포 일대,6362.0,130106,5.3,35.0,0.131,False,
2024,2,2024-02-01,서귀포시,중앙동,동,서귀포 일대,6640.0,135366,4.7,86.0,0.128,False,
2024,2,2024-02-01,서귀포시,천지동,동,서귀포 일대,6334.0,127116,4.5,77.0,0.134,False,
2024,2,2024-02-01,서귀포시,효돈동,동,서귀포 일대,7400.0,134149,5.4,51.0,0.133,False,
2024,2,2024-02-01,서귀포시,영천동,동,서귀포 일대,7861.0,135602,6.2,59.0,0.143,False,
2024,2,2024-02-01,서귀포시,동홍동,동,서귀포 일대,7176.0,133126,5.0,32.0,0.146,False,
2024,2,2024-02-01,서귀포시,서홍동,동,서귀포 일대,7573.0,129340,4.8,82.0,0.14,False,
2024,2,2024-02-01,서귀포시,대륜동,동,서귀포 일대,6109.0,127326,4.9,47.0,0.127,False,
2024,2,2024-02-01,서귀포시,대천동,동,서귀포 일대,7419.0,127707,5.0,40.0,0.126,False,
2024,2,2024-02-01,서귀포시,중문동,동,서귀포 일대,7904.0,133634,4.6,52.0,0.131,False,
2024,2,2024-02-01,서귀포시,예래동,동,서귀포 일대,6247.0,129597,5.5,68.0,0.147,False,
2024,2,2024-02-01,서귀포시,대정읍,읍,서귀포 일대,7772.0,130578,4.4,37.0,0.127,False,
2024,2,2024-02-01,서귀포시,남원읍,읍,서귀포 일대,8739.0,128159,4.8,53.0,0.138,False,
2024,2,2024-02-01,서귀포시,성산읍,읍,서귀포 일대,7177.0,131398,4.7,57.0,0.116,False,
2024,2,2024-02-01,서귀포시,안덕면,면,서귀포 일대,6664.0,126948,5.1,80.0,0.132,False,
2024,2,2024-02-01,서귀포시,표선면,면,서귀포 일대,5454.0,131145,5.3,75.0,0.136,False,
2024,3,2024-03-01,제주시,아라동,동,제주 전역,5590.0,138838,8.3,111.0,0.163,False,
2024,3,2024-03-01,제주시,봉개동,동,제주 전역,4441.0,136747,9.1,108.0,0.142,False,
2024,3,2024-03-01,제주시,도두동,동,제주 전역,5303.0,133020,8.3,97.0,0.154,False,
2024,3,2024-03-01,제주시,건입동,동,제주 전역,6043.0,139210,8.3,112.0,0.179,False,
2024,3,2024-03-01,제주시,화북동,동,제주 전역,5584.0,137592,8.7,91.0,0.156,False,
2024,3,2024-03-01,제주시,이도1동,동,제주 전역,4822.0,134112,7.9,87.0,0.167,False,
2024,3,2024-03-01,제주시,이도2동,동,제주 전역,6146.0,140897,8.7,72.0,0.147,False,
2024,3,2024-03-01,제주시,이호동,동,제주 전역,5238.0,135604,8.5,100.0,0.146,False,
2024,3,2024-03-01,제주시,일도1동,동,제주 전역,4662.0,135458,8.8,84.0,0.154,False,
2024,3,2024-03-01,제주시,일도2동,동,제주 전역,5741.0,135683,8.3,94.0,0.125,False,
2024,3,2024-03-01,제주시,노형동,동,제주 전역,5898.0,139660,8.3,112.0,0.143,False,
2024,3,2024-03-01,제주시,외도동,동,제주 전역,5535.0,134240,9.1,83.0,0.167,False,
2024,3,2024-03-01,제주시,오라동,동,제주 전역,5170.0,135878,8.7,86.0,0.159,False,
2024,3,2024-03-01,제주시,삼도1동,동,제주 전역,6024.0,143471,8.6,100.0,0.164,False,
2024,3,2024-03-01,제주시,삼도2동,동,제주 전역,5038.0,133536,8.0,116.0,0.152,False,
2024,3,2024-03-01,제주시,삼양동,동,제주 전역,5053.0,141603,8.3,62.0,0.139,False,
2024,3,2024-03-01,제주시,연동,동,제주 전역,5520.0,139457,7.9,83.0,0.169,False,
2024,3,2024-03-01,제주시,용담1동,동,제주 전역,5581.0,133064,8.2,92.0,0.159,False,
2024,3,2024-03-01,제주시,용담2동,동,제주 전역,6240.0,134906,8.2,86.0,0.177,False,
2024,3,2024-03-01,제주시,애월읍,읍,제주 전역,5987.0,134562,7.6,75.0,0.147,False,
2024,3,2024-03-01,제주시,구좌읍,읍,제주 전역,5090.0,137354,8.2,88.0,0.152,False,
2024,3,2024-03-01,제주시,한림읍,읍,제주 전역,5567.0,138413,8.1,96.0,0.165,False,
2024,3,2024-03-01,제주시,조천읍,읍,제주 전역,5483.0,140259,8.9,105.0,0.147,False,
2024,3,2024-03-01,제주시,한경면,면,제주 전역,4668.0,135794,9.4,88.0,0.164,False,
2024,3,2024-03-01,제주시,추자면,면,제주 전역,5127.0,136657,8.1,86.0,0.159,False,
2024,3,2024-03-01,제주시,우도면,면,제주 전역,4324.0,141666,8.3,68.0,0.163,False,
2024,3,2024-03-01,서귀포시,송산동,동,서귀포 일대,7551.0,140488,8.4,96.0,0.164,False,
2024,3,2024-03-01,서귀포시,정방동,동,서귀포 일대,9717.0,134194,7.9,74.0,0.144,False,
2024,3,2024-03-01,서귀포시,중앙동,동,서귀포 일대,8315.0,134095,9.0,83.0,0.11,False,
2024,3,2024-03-01,서귀포시,천지동,동,서귀포 일대,7282.0,136041,9.2,83.0,0.165,False,
2024,3,2024-03-01,서귀포시,효돈동,동,서귀포 일대,7889.0,141879,8.5,80.0,0.147,False,
2024,3,2024-03-01,서귀포시,영천동,동,서귀포 일대,7859.0,143128,9.3,88.0,0.137,False,
2024,3,2024-03-01,서귀포시,동홍동,동,서귀포 일대,8103.0,141893,8.2,103.0,0.161,False,
2024,3,2024-03-01,서귀포시,서홍동,동,서귀포 일대,7757.0,141302,9.1,98.0,0.159,False,
2024,3,2024-03-01,서귀포시,대륜동,동,서귀포 일대,7097.0,142628,9.6,86.0,0.144,False,
2024,3,2024-03-01,서귀포시,대천동,동,서귀포 일대,6548.0,137522,8.0,102.0,0.153,False,
2024,3,2024-03-01,서귀포시,중문동,동,서귀포 일대,8093.0,134101,8.4,81.0,0.155,False,
2024,3,2024-03-01,서귀포시,예래동,동,서귀포 일대,8002.0,137195,8.9,62.0,0.159,False,
2024,3,2024-03-01,서귀포시,대정읍,읍,서귀포 일대,9371.0,133499,8.9,79.0,0.173,False,
2024,3,2024-03-01,서귀포시,남원읍,읍,서귀포 일대,,141408,8.3,107.0,0.139,False,
2024,3,2024-03-01,서귀포시,성산읍,읍,서귀포 일대,8889.0,136680,8.7,83.0,0.14,False,
2024,3,2024-03-01,서귀포시,안덕면,면,서귀포 일대,6236.0,141725,8.2,92.0,0.138,False,
2024,3,2024-03-01,서귀포시,표선면,면,서귀포 일대,5406.0,136333,8.4,95.0,0.133,False,
2024,4,2024-04-01,제주시,아라동,동,제주 전역,5823.0,150161,13.5,100.0,0.191,False,
2024,4,2024-04-01,제주시,봉개동,동,제주 전역,5416.0,147271,13.0,82.0,0.181,False,
2024,4,2024-04-01,제주시,도두동,동,제주 전역,5726.0,145158,12.7,95.0,0.163,False,
2024,4,2024-04-01,제주시,건입동,동,제주 전역,5744.0,142578,12.9,99.0,0.161,False,
2024,4,2024-04-01,제주시,화북동,동,제주 전역,6040.0,141563,12.7,102.0,0.177,False,
2024,4,2024-04-01,제주시,이도1동,동,제주 전역,6256.0,145006,13.4,106.0,0.192,False,
2024,4,2024-04-01,제주시,이도2동,동,제주 전역,5015.0,149410,13.5,117.0,0.176,False,
2024,4,2024-04-01,제주시,이호동,동,제주 전역,5356.0,150355,12.2,100.0,0.216,False,
2024,4,2024-04-01,제주시,일도1동,동,제주 전역,6184.0,139604,13.4,114.0,0.18,False,
2024,4,2024-04-01,제주시,일도2동,동,제주 전역,4554.0,139695,13.2,59.0,0.193,False,
2024,4,2024-04-01,제주시,노형동,동,제주 전역,6216.0,146556,13.0,113.0,0.188,False,
2024,4,2024-04-01,제주시,외도동,동,제주 전역,5788.0,143175,14.1,140.0,0.179,False,
2024,4,2024-04-01,제주시,오라동,동,제주 전역,5683.0,146554,13.4,119.0,0.195,False,
2024,4,2024-04-01,제주시,삼도1동,동,제주 전역,4344.0,150355,13.2,92.0,0.153,False,
2024,4,2024-04-01,제주시,삼도2동,동,제주 전역,5450.0,147263,13.8,125.0,0.172,False,
2024,4,2024-04-01,제주시,삼양동,동,제주 전역,5232.0,148419,12.7,105.0,0.188,False,
2024,4,2024-04-01,제주시,연동,동,제주 전역,6855.0,143110,12.9,116.0,0.189,False,
2024,4,2024-04-01,제주시,용담1동,동,제주 전역,5279.0,148628,12.4,90.0,0.187,False,
2024,4,2024-04-01,제주시,용담2동,동,제주 전역,6133.0,149695,13.1,124.0,0.2,False,
2024,4,2024-04-01,제주시,애월읍,읍,제주 전역,6684.0,145988,12.0,115.0,0.195,False,
2024,4,2024-04-01,제주시,구좌읍,읍,제주 전역,6806.0,144630,13.2,94.0,0.18,False,
2024,4,2024-04-01,제주시,한림읍,읍,제주 전역,6869.0,140261,13.0,122.0,0.181,False,
2024,4,2024-04-01,제주시,조천읍,읍,제주 전역,6936.0,144805,13.5,137.0,0.184,False,
2024,4,2024-04-01,제주시,한경면,면,제주 전역,5358.0,149771,12.8,93.0,0.194,False,
2024,4,2024-04-01,제주시,추자면,면,제주 전역,4544.0,143316,13.8,75.0,0.166,False,
2024,4,2024-04-01,제주시,우도면,면,제주 전역,5254.0,141877,12.7,124.0,0.2,False,
2024,4,2024-04-01,서귀포시,송산동,동,서귀포 일대,8235.0,146545,12.9,107.0,0.187,False,
2024,4,2024-04-01,서귀포시,정방동,동,서귀포 일대,9438.0,149080,12.3,111.0,0.18,False,
2024,4,2024-04-01,서귀포시,중앙동,동,서귀포 일대,8332.0,141163,13.0,125.0,0.179,False,
2024,4,2024-04-01,서귀포시,천지동,동,서귀포 일대,8870.0,142175,13.4,116.0,0.183,False,
2024,4,2024-04-01,서귀포시,효돈동,동,서귀포 일대,10431.0,140085,12.8,85.0,0.184,False,
2024,4,2024-04-01,서귀포시,영천동,동,서귀포 일대,8758.0,143021,12.4,121.0,0.17,False,
2024,4,2024-04-01,서귀포시,동홍동,동,서귀포 일대,9151.0,149385,13.5,134.0,0.189,False,
2024,4,2024-04-01,서귀포시,서홍동,동,서귀포 일대,8161.0,144605,13.1,98.0,0.189,False,
2024,4,2024-04-01,서귀포시,대륜동,동,서귀포 일대,9299.0,141900,13.4,126.0,0.183,False,
2024,4,2024-04-01,서귀포시,대천동,동,서귀포 일대,7795.0,142115,13.3,106.0,0.184,False,
2024,4,2024-04-01,서귀포시,중문동,동,서귀포 일대,11164.0,141222,13.5,103.0,0.164,False,
2024,4,2024-04-01,서귀포시,예래동,동,서귀포 일대,9058.0,144903,12.6,96.0,0.176,False,
2024,4,2024-04-01,서귀포시,대정읍,읍,서귀포 일대,9980.0,143119,12.0,111.0,0.197,False,
2024,4,2024-04-01,서귀포시,남원읍,읍,서귀포 일대,10078.0,145667,12.8,108.0,0.171,False,
2024,4,2024-04-01,서귀포시,성산읍,읍,서귀포 일대,9098.0,144300,13.0,114.0,0.206,False,
2024,4,2024-04-01,서귀포시,안덕면,면,서귀포 일대,6789.0,146820,12.7,113.0,0.169,False,
2024,4,2024-04-01,서귀포시,표선면,면,서귀포 일대,6471.0,146480,13.2,123.0,0.176,False,
2024,5,2024-05-01,제주시,아라동,동,제주 전역,8719.0,154327,16.8,125.0,0.229,True,5월 축제 효과
2024,5,2024-05-01,제주시,봉개동,동,제주 전역,7479.0,160642,18.2,118.0,0.221,True,5월 축제 효과
2024,5,2024-05-01,제주시,도두동,동,제주 전역,6926.0,159175,17.4,104.0,0.225,True,5월 축제 효과
2024,5,2024-05-01,제주시,건입동,동,제주 전역,7739.0,158216,17.9,114.0,0.22,True,5월 축제 효과
2024,5,2024-05-01,제주시,화북동,동,제주 전역,6800.0,156278,17.7,120.0,0.217,True,5월 축제 효과
2024,5,2024-05-01,제주시,이도1동,동,제주 전역,6864.0,154172,17.8,116.0,0.22,True,5월 축제 효과
2024,5,2024-05-01,제주시,이도2동,동,제주 전역,7397.0,152028,17.6,109.0,0.213,True,5월 축제 효과
2024,5,2024-05-01,제주시,이호동,동,제주 전역,8118.0,151234,18.2,117.0,0.216,True,5월 축제 효과
2024,5,2024-05-01,제주시,일도1동,동,제주 전역,7636.0,151967,18.0,133.0,0.221,True,5월 축제 효과
2024,5,2024-05-01,제주시,일도2동,동,제주 전역,9082.0,157007,17.4,87.0,0.205,True,5월 축제 효과
2024,5,2024-05-01,제주시,노형동,동,제주 전역,7932.0,159257,17.5,137.0,0.214,True,5월 축제 효과
2024,5,2024-05-01,제주시,외도동,동,제주 전역,8816.0,151305,17.6,111.0,0.219,True,5월 축제 효과
2024,5,2024-05-01,제주시,오라동,동,제주 전역,7239.0,153935,17.9,135.0,0.228,True,5월 축제 효과
2024,5,2024-05-01,제주시,삼도1동,동,제주 전역,8694.0,149797,17.5,103.0,0.226,True,5월 축제 효과
2024,5,2024-05-01,제주시,삼도2동,동,제주 전역,7846.0,161135,16.7,117.0,0.227,True,5월 축제 효과
2024,5,2024-05-01,제주시,삼양동,동,제주 전역,7741.0,149561,18.0,108.0,0.213,True,5월 축제 효과
2024,5,2024-05-01,제주시,연동,동,제주 전역,7966.0,160626,17.1,108.0,0.188,True,5월 축제 효과
2024,5,2024-05-01,제주시,용담1동,동,제주 전역,7802.0,149517,17.2,135.0,0.205,True,5월 축제 효과
2024,5,2024-05-01,제주시,용담2동,동,제주 전역,8299.0,158160,17.6,116.0,0.207,True,5월 축제 효과
2024,5,2024-05-01,제주시,애월읍,읍,제주 전역,7951.0,152886,17.5,117.0,0.222,True,5월 축제 효과
2024,5,2024-05-01,제주시,구좌읍,읍,제주 전역,9552.0,154411,17.8,125.0,0.225,True,5월 축제 효과
2024,5,2024-05-01,제주시,한림읍,읍,제주 전역,8996.0,156039,16.9,130.0,0.203,True,5월 축제 효과
2024,5,2024-05-01,제주시,조천읍,읍,제주 전역,8685.0,151755,17.2,118.0,0.224,True,5월 축제 효과
2024,5,2024-05-01,제주시,한경면,면,제주 전역,7012.0,154973,17.4,130.0,0.227,True,5월 축제 효과
2024,5,2024-05-01,제주시,추자면,면,제주 전역,7026.0,149233,17.5,124.0,0.22,True,5월 축제 효과
2024,5,2024-05-01,제주시,우도면,면,제주 전역,6385.0,154046,17.8,125.0,0.238,True,5월 축제 효과
2024,5,2024-05-01,서귀포시,송산동,동,서귀포 일대,7943.0,153011,17.5,108.0,0.221,True,
2024,5,2024-05-01,서귀포시,정방동,동,서귀포 일대,10964.0,156168,16.7,111.0,0.215,True,
2024,5,2024-05-01,서귀포시,중앙동,동,서귀포 일대,10083.0,155719,17.9,137.0,0.219,True,
2024,5,2024-05-01,서귀포시,천지동,동,서귀포 일대,10747.0,159396,17.6,118.0,0.226,True,
2024,5,2024-05-01,서귀포시,효돈동,동,서귀포 일대,10450.0,153288,17.1,71.0,0.208,True,
2024,5,2024-05-01,서귀포시,영천동,동,서귀포 일대,11265.0,150152,17.4,104.0,0.223,True,
2024,5,2024-05-01,서귀포시,동홍동,동,서귀포 일대,9823.0,157245,17.4,129.0,0.234,True,
2024,5,2024-05-01,서귀포시,서홍동,동,서귀포 일대,13015.0,154037,17.9,106.0,0.229,True,
2024,5,2024-05-01,서귀포시,대륜동,동,서귀포 일대,10404.0,158796,17.0,133.0,0.254,True,
2024,5,2024-05-01,서귀포시,대천동,동,서귀포 일대,11013.0,152041,17.3,91.0,0.236,True,
2024,5,2024-05-01,서귀포시,중문동,동,서귀포 일대,10029.0,153494,18.0,128.0,0.236,True,
2024,5,2024-05-01,서귀포시,예래동,동,서귀포 일대,10660.0,151144,16.9,122.0,0.203,True,
2024,5,2024-05-01,서귀포시,대정읍,읍,서귀포 일대,12410.0,152992,16.9,134.0,0.217,True,
2024,5,2024-05-01,서귀포시,남원읍,읍,서귀포 일대,11777.0,151863,17.2,110.0,0.224,True,
2024,5,2024-05-01,서귀포시,성산읍,읍,서귀포 일대,10632.0,154522,16.9,99.0,0.202,True,
2024,5,2024-05-01,서귀포시,안덕면,면,서귀포 일대,10638.0,159726,17.6,120.0,0.206,True,
2024,5,2024-05-01,서귀포시,표선면,면,서귀포 일대,8845.0,158094,16.7,137.0,0.215,True,
2024,6,2024-06-01,제주시,아라동,동,제주 전역,6289.0,153695,22.0,194.0,0.259,False,
2024,6,2024-06-01,제주시,봉개동,동,제주 전역,6778.0,158483,21.5,182.0,0.246,False,
2024,6,2024-06-01,제주시,도두동,동,제주 전역,6983.0,152003,21.7,172.0,0.252,False,
2024,6,2024-06-01,제주시,건입동,동,제주 전역,5212.0,164269,21.6,153.0,0.237,False,
2024,6,2024-06-01,제주시,화북동,동,제주 전역,5555.0,160421,21.1,195.0,0.255,False,
2024,6,2024-06-01,제주시,이도1동,동,제주 전역,6585.0,157361,22.0,187.0,0.259,False,
2024,6,2024-06-01,제주시,이도2동,동,제주 전역,5906.0,152377,21.1,172.0,0.216,False,
2024,6,2024-06-01,제주시,이호동,동,제주 전역,7100.0,159838,21.7,178.0,0.237,False,
2024,6,2024-06-01,제주시,일도1동,동,제주 전역,7095.0,156063,22.3,165.0,0.237,False,
2024,6,2024-06-01,제주시,일도2동,동,제주 전역,6682.0,151809,22.2,181.0,0.261,False,
2024,6,2024-06-01,제주시,노형동,동,제주 전역,7098.0,155063,21.8,190.0,0.264,False,
2024,6,2024-06-01,제주시,외도동,동,제주 전역,7136.0,163692,21.9,188.0,0.243,False,
2024,6,2024-06-01,제주시,오라동,동,제주 전역,6843.0,156935,22.0,181.0,0.231,False,
2024,6,2024-06-01,제주시,삼도1동,동,제주 전역,5459.0,153617,21.1,179.0,0.246,False,
2024,6,2024-06-01,제주시,삼도2동,동,제주 전역,6386.0,155969,21.8,160.0,0.27,False,
2024,6,2024-06-01,제주시,삼양동,동,제주 전역,7685.0,154792,21.8,194.0,0.264,False,
2024,6,2024-06-01,제주시,연동,동,제주 전역,5933.0,153425,21.3,179.0,0.24,False,
2024,6,2024-06-01,제주시,용담1동,동,제주 전역,5120.0,157231,20.8,175.0,0.248,False,
2024,6,2024-06-01,제주시,용담2동,동,제주 전역,6271.0,162369,21.6,177.0,0.235,False,
2024,6,2024-06-01,제주시,애월읍,읍,제주 전역,7866.0,154985,22.0,171.0,0.27,False,
2024,6,2024-06-01,제주시,구좌읍,읍,제주 전역,6873.0,154772,21.8,165.0,0.251,False,
2024,6,2024-06-01,제주시,한림읍,읍,제주 전역,8053.0,162324,22.8,192.0,0.242,False,
2024,6,2024-06-01,제주시,조천읍,읍,제주 전역,6176.0,153294,21.2,186.0,0.25,False,
2024,6,2024-06-01,제주시,한경면,면,제주 전역,6247.0,159520,21.2,183.0,0.244,False,
2024,6,2024-06-01,제주시,추자면,면,제주 전역,6021.0,156569,21.4,172.0,0.252,False,
2024,6,2024-06-01,제주시,우도면,면,제주 전역,5117.0,152137,21.6,153.0,0.247,False,
2024,6,2024-06-01,서귀포시,송산동,동,서귀포 일대,11301.0,160604,22.0,169.0,0.257,False,
2024,6,2024-06-01,서귀포시,정방동,동,서귀포 일대,9661.0,161732,21.5,171.0,0.248,False,
2024,6,2024-06-01,서귀포시,중앙동,동,서귀포 일대,9695.0,163454,20.5,159.0,0.244,False,
2024,6,2024-06-01,서귀포시,천지동,동,서귀포 일대,10093.0,154839,22.2,187.0,0.264,False,
2024,6,2024-06-01,서귀포시,효돈동,동,서귀포 일대,8494.0,156247,20.9,175.0,0.258,False,
2024,6,2024-06-01,서귀포시,영천동,동,서귀포 일대,12113.0,161335,21.4,184.0,0.258,False,
2024,6,2024-06-01,서귀포시,동홍동,동,서귀포 일대,9338.0,159552,20.7,186.0,0.252,False,
2024,6,2024-06-01,서귀포시,서홍동,동,서귀포 일대,10096.0,162103,21.6,179.0,0.264,False,
2024,6,2024-06-01,서귀포시,대륜동,동,서귀포 일대,11388.0,151778,21.5,166.0,0.252,False,
2024,6,2024-06-01,서귀포시,대천동,동,서귀포 일대,10706.0,161189,20.8,168.0,0.235,False,
2024,6,2024-06-01,서귀포시,중문동,동,서귀포 일대,11978.0,161541,20.9,199.0,0.255,False,
2024,6,2024-06-01,서귀포시,예래동,동,서귀포 일대,9937.0,158759,21.5,195.0,0.257,False,
2024,6,2024-06-01,서귀포시,대정읍,읍,서귀포 일대,9314.0,156795,21.6,166.0,0.244,False,
2024,6,2024-06-01,서귀포시,남원읍,읍,서귀포 일대,11637.0,160970,21.9,203.0,0.249,False,
